Year	mil0021	mil0025	mil0026
1586	280.23892	278.3074	278.32297
1587	279.46341	279.27798	278.33185
1588	279.11258	279.05289	277.71628
1589	279.28958	277.49326	278.75339
1590	278.61514	278.13507	279.159
1591	279.51816	279.46347	277.83121
1592	280.32126	278.55878	277.32187
1593	279.14182	277.9321	278.48755
1594	279.07236	278.32516	278.57419
1595	279.32813	279.48505	277.48157
1596	278.83447	279.43747	277.35294
1597	278.7103	278.01956	277.90256
1598	278.92001	278.74677	277.34415
1599	278.05188	279.82693	277.48184
1600	278.24551	278.68472	278.2211
1601	279.25812	278.96725	279.19531
1602	278.84082	279.61972	279.72336
1603	278.17621	278.16061	279.04031
1604	278.86914	278.18994	278.51053
1605	279.42068	279.55786	278.59958
1606	278.71109	279.18228	279.10797
1607	278.59488	278.2789	279.0845
1608	279.18527	279.08682	278.71921
1609	278.94528	278.93588	278.46878
1610	279.32687	278.19406	279.31107
1611	280.65915	277.8103	279.93973
1612	280.23016	278.97891	279.33536
1613	280.0162	279.20123	278.80606
1614	281.13724	278.52292	279.13031
1615	280.27353	278.18576	280.25369
1616	279.63687	278.45816	279.58804
1617	279.8649	278.20847	278.49875
1618	280.70853	278.23874	279.35388
1619	281.02707	278.47415	279.57553
1620	280.6781	278.37793	278.74576
1621	281.38229	278.54538	277.90204
1622	281.77734	279.10666	278.86679
1623	280.24835	278.82559	278.88107
1624	280.55319	278.16196	278.20306
1625	280.08994	279.20996	279.22592
1626	279.15982	279.79404	280.28152
1627	279.77448	279.06143	279.27469
1628	280.22324	279.24976	279.28583
1629	280.53693	279.3591	279.49612
1630	280.23178	279.57547	279.3045
1631	280.3826	279.42172	279.64923
1632	280.78531	279.92032	279.53568
1633	281.08127	279.80811	278.98297
1634	279.96878	279.83536	278.86801
1635	280.01346	280.46616	279.5127
1636	281.1503	280.51682	279.64279
1637	280.23752	279.93323	279.39862
1638	279.61508	279.96088	280.27823
1639	279.53622	280.4212	280.17191
1640	279.30612	278.95956	280.61819
1641	279.36917	278.89664	280.13876
1642	280.33606	280.37787	279.52097
1643	280.26956	280.25784	279.3634
1644	278.81186	278.8103	278.39987
1645	278.94748	279.58014	278.40186
1646	279.31677	279.02274	279.13925
1647	279.10593	278.24875	279.59323
1648	278.98749	279.95963	278.78201
1649	279.16238	280.08081	278.49039
1650	279.23346	279.14597	278.98386
1651	279.03351	278.84827	279.2944
1652	279.40134	280.06754	278.7933
1653	280.14288	280.41013	279.17126
1654	280.19498	279.07999	279.68143
1655	279.81891	278.69876	279.1958
1656	280.43887	279.76367	279.35559
1657	281.43533	279.61398	279.50143
1658	281.24576	279.21399	278.33578
1659	280.04971	279.06009	278.21634
1660	280.93909	279.7164	278.8399
1661	281.40424	279.57681	277.82678
1662	280.65286	280.22702	277.32867
1663	280.32608	279.93457	278.32504
1664	281.80142	279.98346	279.61984
1665	282.24979	280.44797	279.35016
1666	281.15073	279.99579	278.92282
1667	279.83572	279.78983	279.53827
1668	279.61993	279.42859	279.17972
1669	280.5517	278.16119	280.302
1670	280.56351	278.90256	280.27408
1671	279.8364	279.18771	278.6163
1672	280.45297	278.52603	278.8735
1673	280.22607	278.43277	279.37366
1674	279.82883	279.17343	279.49557
1675	279.62326	278.50851	278.5531
1676	278.98404	277.39658	277.57532
1677	278.97058	277.53842	278.80365
1678	280.86484	278.41794	279.18127
1679	280.94803	279.43237	277.76926
1680	280.05203	278.20798	278.15741
1681	279.46304	277.9733	279.90591
1682	279.81876	278.33835	279.69296
1683	280.14279	277.53488	279.18527
1684	279.32999	278.00641	279.31473
1685	278.23111	278.52417	278.57507
1686	278.94131	277.48621	278.75705
1687	279.80029	276.95697	279.93463
1688	278.86139	278.69321	279.09332
1689	278.65848	278.49069	277.96259
1690	280.72665	277.88535	278.8985
1691	280.46457	278.26822	278.93445
1692	278.17404	278.33347	278.28119
1693	278.6394	278.10547	278.71799
1694	279.31345	278.9194	279.88544
1695	277.99399	278.43185	279.58896
1696	277.84491	278.00333	278.2782
1697	278.02646	279.02029	279.06149
1698	277.61493	278.84091	279.28058
1699	276.9274	277.31223	278.15094
1700	278.2157	277.71216	277.38553
1701	278.72653	279.32275	277.78583
1702	277.83011	277.83163	278.45636
1703	278.7565	278.34082	277.68661
1704	279.60837	278.99823	277.60855
1705	278.41281	278.80341	277.96747
1706	278.7916	280.23932	278.24789
1707	278.76065	278.69687	278.14377
1708	277.81717	277.04446	279.49612
1709	279.48923	277.95853	278.84467
1710	279.35892	278.57932	278.51276
1711	278.77786	277.70459	279.57498
1712	279.25726	278.42136	280.73257
1713	279.56967	280.05106	279.32523
1714	278.4812	278.90311	278.41312
1715	279.01254	278.77847	279.32242
1716	279.90863	278.79236	279.26111
1717	280.08432	279.38297	278.93784
1718	279.13031	280.49612	280.42947
1719	279.56985	280.76422	280.06229
1720	279.48309	280.25461	279.61807
1721	278.88892	280.716	280.16623
1722	278.27515	280.71927	279.52359
1723	279.23734	279.4252	278.8591
1724	280.04367	278.76395	280.0058
1725	279.52414	279.7496	279.83719
1726	279.29846	280.62509	279.04221
1727	280.30823	280.49893	279.77777
1728	280.06747	280.12775	280.32993
1729	279.5668	280.78616	279.14297
1730	279.87961	280.733	279.89389
1731	280.05011	282.02243	281.0968
1732	280.55313	281.54916	279.78073
1733	280.55917	280.15015	279.40634
1734	279.67191	280.71793	279.77213
1735	280.39273	280.87302	279.92496
1736	280.10071	279.74313	281.34964
1737	280.3096	279.85321	282.02457
1738	280.85251	280.30203	280.92212
1739	281.38766	280.2731	280.30511
1740	281.21072	280.37686	281.02167
1741	281.65344	281.57471	281.55811
1742	281.99924	281.21811	281.85727
1743	281.04733	280.65256	281.23648
1744	280.36508	281.59802	280.98486
1745	280.7446	280.94882	281.07169
1746	280.89682	280.39093	281.51617
1747	280.96497	280.51877	281.42346
1748	281.75494	281.07855	282.02029
1749	282.08316	280.73099	282.1777
1750	281.7699	281.63077	282.40646
1751	282.65524	283.36093	282.44882
1752	282.62692	283.13797	280.73901
1753	280.94305	281.37643	281.49484
1754	280.62518	281.93405	283.09137
1755	281.4379	282.02798	283.17709
1756	281.58426	281.02716	283.21185
1757	281.53226	280.86069	283.12558
1758	281.38004	280.86279	281.87842
1759	281.61072	281.35333	282.37747
1760	281.83197	281.9700	283.32132
1761	282.08572	281.33871	282.54773
1762	283.40976	282.11758	281.52652
1763	282.75009	282.66589	282.38345
1764	281.14096	281.69116	283.89877
1765	281.63309	281.43719	283.77103
1766	282.49759	282.02298	282.52594
1767	281.34747	281.51376	282.5777
1768	282.35339	281.38162	283.40225
1769	282.68762	282.11319	282.69107
1770	282.00449	282.57153	282.95215
1771	282.91379	282.08636	283.74765
1772	283.23511	282.32895	283.65536
1773	283.1568	282.77158	283.66959
1774	283.41141	282.22519	283.94708
1775	283.08197	282.43015	283.99039
1776	282.98856	282.87033	284.60257
1777	283.61273	283.29544	283.67691
1778	282.87411	283.32877	282.63153
1779	281.87656	282.9256	283.80551
1780	282.37033	282.47433	284.15512
1781	282.75436	283.54199	283.66025
1782	282.74271	283.228	284.37732
1783	282.63589	283.13809	284.77875
1784	283.44186	283.76556	284.04285
1785	283.26956	283.15222	283.71652
1786	283.0567	282.50348	284.22098
1787	284.02228	283.02676	284.03082
1788	284.04385	283.59595	284.69186
1789	282.76761	283.44507	284.5574
1790	283.48831	283.48193	283.60376
1791	283.89322	283.43631	283.84805
1792	282.62299	283.72705	284.27866
1793	282.6394	283.79855	283.06537
1794	284.07999	283.09006	284.55423
1795	283.76389	283.85147	285.15381
1796	282.52011	284.13065	284.12073
1797	283.36346	283.22357	283.40298
1798	283.94928	282.49295	284.44202
1799	284.41858	283.48929	285.12793
1800	285.61975	284.02338	284.23526
1801	284.68182	283.21805	284.04578
1802	283.62436	282.45187	285.00143
1803	284.57077	283.04642	284.58771
1804	284.4155	282.66397	283.72208
1805	283.70209	281.67447	284.2796
1806	284.64975	282.24026	284.56979
1807	284.07413	283.21725	283.86221
1808	284.28616	282.71701	284.12384
1809	285.23444	282.17606	284.63144
1810	283.98712	282.4711	284.16342
1811	282.65134	282.12344	283.60776
1812	283.2804	281.87579	282.87234
1813	283.28738	282.49274	282.66727
1814	282.25742	283.35458	283.95541
1815	282.65561	282.94196	283.68851
1816	282.86276	281.34998	282.6561
1817	281.44843	279.77457	282.45386
1818	281.36337	280.2095	282.16879
1819	281.97827	281.22134	281.47397
1820	280.94315	280.68066	281.49219
1821	280.81168	279.62723	281.57663
1822	281.4725	281.00876	281.01398
1823	281.14578	281.64188	280.77536
1824	282.05048	280.33694	281.72867
1825	281.81812	280.65219	282.10379
1826	281.61057	281.66437	281.42844
1827	282.60477	281.88058	281.54517
1828	281.46082	281.45786	281.77579
1829	281.12476	282.6698	281.39633
1830	282.00558	282.44321	281.9993
1831	282.62357	281.61386	282.14279
1832	281.42868	282.00131	280.70908
1833	281.81638	282.09766	280.42133
1834	283.81174	281.53976	281.56769
1835	283.7251	282.77167	281.64511
1836	281.85626	282.47623	280.98065
1837	281.21768	280.93939	281.32004
1838	282.09146	281.25204	280.80789
1839	281.78482	281.35297	279.63141
1840	281.36862	281.20004	280.37451
1841	282.63501	281.21826	281.2782
1842	282.1597	281.24048	280.6102
1843	281.39035	283.35037	280.49451
1844	282.69852	282.44214	281.28223
1845	283.10529	281.20401	282.05899
1846	281.4588	282.29456	282.96179
1847	281.7446	282.23843	282.02902
1848	282.29352	281.2139	281.84885
1849	281.81033	282.39017	282.24982
1850	282.16589	282.71848	282.80057
1851	283.3129	281.20859	282.99252
1852	282.75345	282.18338	282.98044
1853	282.646	282.72885	283.82584
1854	283.38129	282.94565	284.35101
1855	283.504	284.58987	283.9039
1856	282.81796	284.12802	284.20297
1857	284.0181	282.67429	284.43002
1858	284.36887	284.34811	284.29398
1859	283.97195	284.11179	284.68372
1860	285.25644	283.67496	284.90842
1861	285.40952	285.34048	283.70758
1862	284.7258	284.98532	283.44556
1863	285.00851	284.09811	285.23386
1864	284.74911	285.03537	285.70914
1865	285.80923	285.0354	284.05811
1866	285.86594	283.8819	283.72397
1867	284.71677	285.11179	284.15668
1868	286.11008	285.7438	284.33408
1869	286.1218	284.47943	284.84952
1870	285.15851	284.42838	284.80884
1871	285.27872	284.86563	284.79813
1872	286.20245	284.77762	285.86914
1873	286.18997	285.75879	285.98526
1874	285.79529	286.44727	285.91342
1875	285.86893	285.84842	287.41394
1876	286.05298	285.51889	287.1286
1877	286.19229	286.04648	286.29404
1878	285.60373	285.79337	287.17593
1879	286.5787	286.03314	287.37064
1880	286.95346	287.1467	286.77618
1881	286.37323	287.8765	287.67834
1882	286.79498	287.22076	287.16318
1883	287.19992	286.49393	286.49918
1884	286.58646	286.92062	288.04642
1885	287.28714	288.05441	287.86182
1886	287.6532	287.78751	287.06564
1887	286.90695	286.64136	287.02689
1888	287.00021	286.9292	286.53909
1889	287.23859	286.83362	286.94193
1890	287.03128	286.57211	288.14078
1891	286.64413	288.2291	287.68167
1892	288.18164	288.42593	287.95694
1893	288.85208	287.94864	288.83377
1894	288.1825	287.4729	289.00394
1895	288.58029	288.42853	289.09323
1896	289.36044	290.61978	290.35236
1897	288.4014	290.32315	290.55841
1898	288.20514	289.16159	289.87405
1899	289.82071	290.74335	290.44394
1900	290.03287	290.70987	291.20535
1901	288.74448	290.28256	291.43658
1902	289.32474	291.22549	291.34525
1903	290.06317	291.2197	291.53555
1904	290.44562	291.18442	292.84952
1905	290.72162	290.99289	292.41788
1906	291.33041	291.49179	291.40167
1907	290.38571	292.73813	292.73102
1908	290.98672	292.13376	292.96298
1909	291.93329	292.38116	293.79459
1910	291.72455	293.67712	294.87857
1911	291.8876	293.9082	293.9176
1912	293.07376	293.55157	293.11996
1913	293.36093	295.03445	294.04355
1914	292.98837	295.37537	294.25415
1915	294.06345	294.13376	294.93198
1916	293.71127	294.7955	295.57944
1917	293.06342	295.81866	295.59518
1918	294.16446	295.64465	295.82852
1919	294.67578	295.31271	295.31564
1920	294.14111	295.82925	295.91068
1921	294.32455	295.51407	296.07602
1922	296.2403	295.8602	296.49432
1923	295.92154	295.68814	296.57608
1924	295.24454	296.46347	295.83524
1925	296.66776	296.94281	297.17581
1926	297.2439	296.77228	297.64108
1927	296.61615	297.82077	297.03308
1928	297.87369	300.1163	298.4653
1929	298.20428	299.96756	298.61893
1930	298.95691	298.53555	298.35519
1931	299.68808	299.16483	299.56885
1932	298.71008	299.09152	299.11398
1933	298.83124	298.60034	298.56485
1934	301.13004	299.45197	299.37845
1935	302.08267	299.95883	299.86285
1936	300.48737	299.30795	299.5575
1937	300.13474	300.3237	299.95306
1938	300.66019	301.68695	301.91852
1939	300.8324	302.01517	302.93207
1940	300.63431	301.3605	301.63235
1941	302.811	302.92746	301.6459
1942	302.92355	302.89731	302.67633
1943	302.26968	301.5896	303.5997
1944	303.97696	302.56491	303.47867
1945	304.48114	304.01639	303.64798
1946	303.43448	304.022	304.73135
1947	305.11551	304.64331	304.26126
1948	306.01736	305.43152	305.06317
1949	305.36707	305.39853	306.72153
1950	305.12985	306.16544	307.2514
1951	307.11401	306.88251	306.88794
1952	308.13254	306.2316	307.48483
1953	307.83813	307.13364	308.19131
1954	308.58847	309.06616	307.77713
1955	310.17343	308.97662	308.57693
1956	310.28049	308.40381	310.35767
1957	311.24942	309.5578	311.04541
1958	313.53342	310.60004	310.18796
1959	314.50638	310.74854	312.02274
1960	313.96381	311.70151	312.7283
1961	316.3519	313.74759	313.39389
1962	316.87811	315.18985	315.13507
1963	316.57199	315.64029	314.71756
1964	317.11282	314.39496	316.50565
1965	317.66122	314.60696	317.68881
1966	317.47589	316.06424	317.89432
1967	319.534	316.59586	318.10403
1968	320.15317	316.77298	319.46323
1969	320.74283	318.56686	319.96078
1970	321.75546	320.35074	320.69443
1971	322.78146	320.55887	322.00937
1972	324.12204	320.75348	322.867
1973	324.04349	322.73199	324.23013
1974	326.0867	325.15295	326.60019
1975	326.99854	326.39578	327.13492
1976	327.53625	326.92084	327.22968
1977	328.99808	328.43213	329.75287
1978	330.59015	331.31482	331.22632
1979	331.25833	332.24167	332.52875
1980	332.41141	332.03085	334.61624
1981	333.73788	333.47665	335.44247
1982	335.03073	335.47482	335.20636
1983	335.80164	336.42233	337.01056
1984	335.85562	337.70145	338.04422
1985	337.37091	338.06293	338.8772
1986	339.55826	339.04819	340.11038
1987	339.97696	340.49051	341.03476
1988	340.37323	341.69193	342.44205
1989	343.23068	343.17526	344.39905
1990	344.91528	345.02014	345.06229
1991	346.66592	347.11539	345.21762
1992	348.00586	347.60254	347.49573
1993	348.22449	347.91599	348.08499
1994	349.94666	349.5719	349.09622
1995	352.34167	352.5159	351.83008
1996	353.1705	352.99014	353.73181
1997	354.54211	353.28513	354.62405
1998	355.61111	356.22385	356.81924
1999	357.46695	359.88235	358.20755
2000	359.7738	360.90628	360.06088
2001	361.29858	361.53476	362.41772
2002	362.0925	363.89761	363.19714
2003	363.66858	365.96695	365.44644
2004	365.7428	366.26645	367.98428
2005	367.7872	368.91483	369.44333
2006	369.72876	372.10669	370.96121
2007	372.37512	373.74854	374.0499
2008	375.56116	374.94217	376.15393
2009	378.36154	378.07364	377.46756
2010	380.06812	380.58432	380.60681
2011	381.60294	383.50671	383.7128
2012	384.24527	386.29288	385.05432
2013	387.1011	387.77481	387.80167
2014	388.78983	389.00211	390.44577
2015	390.90274	392.40854	392.60709
2016	393.58676	394.59412	396.10336
2017	396.73853	396.94373	398.52539
2018	399.81375	400.87875	400.20468
2019	402.78101	403.46573	403.10144
2020	406.20877	405.06772	406.58395
2021	408.57629	408.23288	410.32935
2022	411.60391	412.87094	413.16614
2023	416.08093	414.85495	415.42517
2024	417.55969	416.92493	417.9697
2025	419.09387	420.5563	420.41174
2026	423.12967	422.94516	424.66724
2027	427.07596	425.48386	428.42795
2028	430.76584	429.67737	431.34451
2029	434.87888	434.479	435.57153
2030	437.51797	437.23703	438.65579
2031	441.08939	440.64243	440.97336
2032	444.11935	444.79199	444.93161
2033	447.32217	448.05399	449.1832
2034	450.56104	452.2847	451.61899
2035	454.22787	454.81961	453.8136
2036	457.84912	458.1915	458.34216
2037	462.75781	462.36148	462.51724
2038	465.04642	464.53015	466.28064
2039	467.45963	468.45132	470.91895
2040	472.12259	472.72934	476.60501
2041	475.52628	476.57336	478.71216
2042	478.30664	480.15283	480.92032
2043	481.75058	482.84116	485.30322
2044	485.34402	487.32181	489.08145
2045	489.10925	491.04343	492.85156
2046	493.11121	494.16629	497.09805
2047	497.75159	496.96695	499.608
2048	502.14294	501.23691	504.10501
2049	505.02817	504.97672	509.4418
2050	509.9928	508.69312	512.3324
2051	514.08057	512.50208	515.26373
2052	516.57214	516.22198	520.36731
2053	521.11713	520.38678	525.3559
2054	524.81018	524.6059	527.62592
2055	527.39441	528.26837	531.16132
2056	531.95392	532.4624	534.75787
2057	536.23706	537.13611	538.21143
2058	540.1972	539.61713	542.3772
2059	544.76178	543.43402	546.22876
2060	546.77521	548.08868	549.62634
2061	550.39709	550.42828	553.15625
2062	553.74298	553.41663	558.49957
2063	557.37109	557.32709	561.45056
2064	564.03345	560.51031	564.19922
2065	567.42206	566.24493	568.1922
2066	570.36298	568.80743	570.82013
2067	573.76062	571.30835	574.91022
2068	577.8905	574.99652	578.99432
2069	583.02533	578.89368	582.87549
2070	586.94977	583.04132	587.9892
2071	589.14441	585.86505	590.16486
2072	591.91437	590.38287	593.61621
2073	595.95496	594.11304	597.05566
2074	600.61011	597.94867	600.50128
2075	602.94196	603.24744	603.55658
2076	606.63947	606.34369	607.54987
2077	611.37073	610.76263	611.12225
2078	614.41998	613.66925	614.55127
2079	618.70984	617.6427	618.30341
2080	622.56232	622.09607	621.60559
2081	625.82373	624.43622	625.73633
2082	629.20306	628.31396	627.86298
2083	632.41595	631.96948	630.82361
2084	636.96857	636.80334	635.46271
2085	641.87805	639.07147	638.13593
2086	644.82019	643.08447	642.61414
2087	648.75922	646.45844	645.83313
2088	652.47162	650.68457	649.63818
2089	655.04199	653.73724	653.34521
2090	658.93353	656.70966	656.7923
2091	662.44293	659.21118	660.48651
2092	664.51996	663.50592	664.74939
2093	669.46667	666.62128	668.79181
2094	672.633	670.24628	671.16351
2095	675.31787	673.00189	674.9483
2096	678.50104	676.74017	678.68829
2097	681.45227	680.92664	681.44794
2098	684.88989	684.02002	685.15851
2099	688.3089	687.06445	689.19354
2100	690.58417	690.43091	691.31061

