"","X.1","X","Lat","Lon","Year","Week","W","Temp","Location","Cpool"
"4559",4559,4559,62.6302820672555,18.0285446075415,2015,1,0.620269096209913,-11.3539285714286,"Härnösand",1.00912735316566
"4560",4560,4560,62.6302820672555,18.0285446075415,2015,2,0.526487074829932,-8.43495714285714,"Härnösand",1.03682271485194
"4561",4561,4561,62.6302820672555,18.0285446075415,2015,3,0.516709232264334,-1.09341428571429,"Härnösand",1.0011331903838
"4562",4562,4562,62.6302820672555,18.0285446075415,2015,4,0.538442371234208,-9.62908571428571,"Härnösand",0.938878477564415
"4563",4563,4563,62.6302820672555,18.0285446075415,2015,5,0.49313556851312,-4.284,"Härnösand",0.871603339675731
"4564",4564,4564,62.6302820672555,18.0285446075415,2015,6,0.499419825072886,-1.61748571428571,"Härnösand",0.81916229114962
"4565",4565,4565,62.6302820672555,18.0285446075415,2015,7,0.507813799805637,-3.84241428571429,"Härnösand",0.789340078030504
"4566",4566,4566,62.6302820672555,18.0285446075415,2015,8,0.494864334305151,-3.39268571428571,"Härnösand",0.783654255580871
"4567",4567,4567,62.6302820672555,18.0285446075415,2015,9,0.496984062196307,-0.731228571428571,"Härnösand",0.781323617709511
"4568",4568,4568,62.6302820672555,18.0285446075415,2015,10,0.506895529640428,-0.00912857142857147,"Härnösand",0.801901536855293
"4569",4569,4569,62.6302820672555,18.0285446075415,2015,11,0.524775898931001,2.9786,"Härnösand",0.81242718718048
"4570",4570,4570,62.6302820672555,18.0285446075415,2015,12,0.547921963070943,1.24707142857143,"Härnösand",0.78048901062128
"4571",4571,4571,62.6302820672555,18.0285446075415,2015,13,0.581413216715257,0.179657142857143,"Härnösand",0.760738681655253
"4572",4572,4572,62.6302820672555,18.0285446075415,2015,14,0.684654130223518,5.22194285714286,"Härnösand",0.818166257282037
"4573",4573,4573,62.6302820672555,18.0285446075415,2015,15,0.870918561710398,4.35128571428571,"Härnösand",0.986988022470601
"4574",4574,4574,62.6302820672555,18.0285446075415,2015,16,0.775946647230321,4.49885714285714,"Härnösand",1.2333000950698
"4575",4575,4575,62.6302820672555,18.0285446075415,2015,17,0.71741739552964,8.09947142857143,"Härnösand",1.48075478281244
"4576",4576,4576,62.6302820672555,18.0285446075415,2015,18,0.67367677356657,8.63091428571429,"Härnösand",1.70762734499586
"4577",4577,4577,62.6302820672555,18.0285446075415,2015,19,0.608416909620991,7.40885714285714,"Härnösand",1.82736381590484
"4578",4578,4578,62.6302820672555,18.0285446075415,2015,20,0.555693294460641,5.33091428571429,"Härnösand",1.91354028837596
"4579",4579,4579,62.6302820672555,18.0285446075415,2015,21,0.633195140913508,10.2192285714286,"Härnösand",2.1427163179158
"4580",4580,4580,62.6302820672555,18.0285446075415,2015,22,0.581581049562682,8.38555714285714,"Härnösand",2.25544993956989
"4581",4581,4581,62.6302820672555,18.0285446075415,2015,23,0.702824975704568,8.858,"Härnösand",2.44543943211922
"4582",4582,4582,62.6302820672555,18.0285446075415,2015,24,0.634774441205053,14.3556142857143,"Härnösand",2.65727479563707
"4583",4583,4583,62.6302820672555,18.0285446075415,2015,25,0.506280563654033,16.0400714285714,"Härnösand",2.83826604550598
"4584",4584,4584,62.6302820672555,18.0285446075415,2015,26,0.437744897959184,14.2296428571429,"Härnösand",2.89410545480978
"4585",4585,4585,62.6302820672555,18.0285446075415,2015,27,0.44171175898931,15.6905428571429,"Härnösand",2.93031273127089
"4586",4586,4586,62.6302820672555,18.0285446075415,2015,28,0.646884159378037,14.4698,"Härnösand",3.00530291678467
"4587",4587,4587,62.6302820672555,18.0285446075415,2015,29,0.568564334305151,15.9581285714286,"Härnösand",3.19329546100012
"4588",4588,4588,62.6302820672555,18.0285446075415,2015,30,0.478809718172983,15.8243428571429,"Härnösand",3.24766823042154
"4589",4589,4589,62.6302820672555,18.0285446075415,2015,31,0.486310689990282,17.5833428571429,"Härnösand",3.3155877890043
